"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","1 rooms( study room )","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","2,740 sq ft","","4","4 BHK Apartment ","","East","7, ","Kharadi","Resale","3","Corner, Garden View, Pool View, Road View","Freehold","","15000000","₹ 5,474/ sq ft ","Vascon Forest County","60 feet","Ready to move,Unfurnished","12"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","","1,560 sq ft","1","3","3 BHK Apartment ","1247 sq ft","East","2, ","Sus","New","1","Corner, Garden View, Pool View, Road View","Freehold","Mar 2018","13500000","₹ 8,653/ sq ft ","Atul Westernhills","40 feet","Under Construction","13"
"dict","","14 years","Lift Available,Car Parking,Vaastu Compliant,Maintenance Staff,School,Hospital,ATM,Wardrobe","Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","900 sq ft","1","2","2 BHK Apartment ","","East","2, ","Pashan","Resale","1","Road View","","","7000000","₹ 7,777/ sq ft ","Builder Silverwoods Apartment","15 feet","Ready to move,Semi-Furnished","4"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,104 sq ft","2","2","2 BHK Apartment ","","East","1, ","Kharadi","Resale","","","","","5961600","₹ 5,400/ sq ft ","Shubh Mio Palazzo","","Under Construction,Unfurnished","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,115 sq ft","2","2","2 BHK Apartment ","","East","1, ","Kharadi","Resale","","","","","6021000","₹ 5,400/ sq ft ","Shubh Mio Palazzo","","Under Construction,Unfurnished","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,128 sq ft","2","2","2 BHK Apartment ","","East","2, ","Kharadi","Resale","","","","","6091200","₹ 5,400/ sq ft ","Shubh Mio Palazzo","","Under Construction,Unfurnished","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room","Sports Facility,Landscaped Gardens","2,049 sq ft","","4","4 BHK Apartment ","","East","6, ","Viman Nagar","New","","","Freehold","","28000000","₹ 13,665/ sq ft ","Rohan Mithila","","Under Construction","20"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room","Landscaped Gardens","1,520 sq ft","","3","3 BHK Apartment ","949 sq ft","East","6","Kharadi","Resale","","","Freehold","Aug 2018","8040000","₹ 5,289/ sq ft ","Mantri Dwellings Mantri Vantage","","Under Construction,Semi-Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall","Swimming Pool,Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","870 sq ft","1","2","2 BHK Apartment ","616 sq ft","East","10, ","Bavdhan","New","2","Corner, Garden View, Road View","Freehold","Jun 2018","5600000","₹ 6,436/ sq ft ","Prime Utsav Homes 2","60 feet","Under Construction","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","","996 sq ft","","2","2 BHK Apartment ","","East","3, ","Hinjewadi","New","1","Garden View, Pool View, Road View","Freehold","Dec 2018","6643000","₹ 6,669/ sq ft ","Kohinoor Tinsel Town","40 feet","Under Construction","23"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","660 sq ft","","1","1 BHK Apartment ","","","Gr","Wagholi","Resale","","","Freehold","","3000000","₹ 4,545/ sq ft ","Pristine East Winds","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","2,650 sq ft","","4","4 BHK Apartment ","","","Gr","Koregaon Park","Resale","","","Freehold","","40000000","₹ 15,094/ sq ft ","Oxford Hallmark","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,220 sq ft","","2","2 BHK Apartment ","","","Gr","Kalyani Nagar","Resale","","","Freehold","","14500000","₹ 11,885/ sq ft ","Lunkad Skylounge","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,100 sq ft","","2","2 BHK Apartment ","","","Gr","Kharadi","New","","","Freehold","","6500000","₹ 5,909/ sq ft ","Goel Ganga Constella","","",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens","4,300 sq ft","","4","0 BHK Villa ","","","Gr","Wagholi","New","","","Freehold","","15000000","₹ 3,488/ sq ft ","","","",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","900 sq ft","","2","2 BHK Apartment ","","","Gr","Kharadi","Resale","","","Freehold","","5500000","₹ 6,111/ sq ft ","Goel Ganga Constella","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,220 sq ft","","2","2 BHK Apartment ","","","Gr","Wadgaon Sheri","Resale","","","Freehold","","8800000","₹ 7,213/ sq ft ","BramhaCorp Suncity","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,550 sq ft","","3","3 BHK Apartment ","","","Gr","Kalyani Nagar","Resale","","","Freehold","","11500000","₹ 7,419/ sq ft ","Princeton Princeton Town","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Golf Course,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","600 sq ft","","1","1 BHK Apartment ","","","Gr","Wagholi","Resale","","","Freehold","","3300000","₹ 5,500/ sq ft ","Maple Aura County","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","3,800 sq ft","","4","4 BHK Apartment ","","","Gr","Hadapsar","Resale","","","Freehold","","42000000","₹ 11,052/ sq ft ","Panchshil One North","","Semi-Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,855 sq ft","","3","3 BHK Apartment ","","","Gr","Kharadi","Resale","","","Freehold","","12800000","₹ 6,900/ sq ft ","Vascon Forest County","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,450 sq ft","","3","3 BHK Apartment ","","","Gr","Kharadi","Resale","","","Freehold","","9300000","₹ 6,413/ sq ft ","Giridhar Oasis","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,400 sq ft","","2","2 BHK Apartment ","","","Gr","Wadgaon Sheri","Resale","","","Freehold","","10500000","₹ 7,500/ sq ft ","BramhaCorp Suncity","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,450 sq ft","","3","3 BHK Apartment ","","","Gr","Kharadi","Resale","","","Freehold","","7800000","₹ 5,379/ sq ft ","Goel Ganga Constella","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,200 sq ft","","2","2 BHK Apartment ","","","Gr","Kalyani Nagar","Resale","","","Freehold","","9500000","₹ 7,916/ sq ft ","Naiknavare Imperial Residence","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","880 sq ft","","2","2 BHK Apartment ","","","Gr","Wagholi","Resale","","","Freehold","","4300000","₹ 4,886/ sq ft ","Suyog Nisarg","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","850 sq ft","","1","1 BHK Apartment ","","","Gr","Wagholi","Resale","","","Freehold","","4100000","₹ 4,823/ sq ft ","Builder Aarav","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","1,600 sq ft","","3","3 BHK Apartment ","","","Gr","Kharadi","Resale","","","Freehold","","8700000","₹ 5,437/ sq ft ","Geras Emerald City","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,950 sq ft","","3","3 BHK Apartment ","","","Gr","Kalyani Nagar","Resale","","","Freehold","","17500000","₹ 8,974/ sq ft ","Siddharth Enclave","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,288 sq ft","","2","2 BHK Apartment ","","","3","Kalyani Nagar","Resale","","","Freehold","","7500000","₹ 5,823/ sq ft ","Siddharth Enclave","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,000 sq ft","","2","2 BHK Apartment ","","","4","Kharadi","Resale","","","Freehold","","4900000","₹ 4,900/ sq ft ","VTP Urban Nirvana","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,200 sq ft","","2","3 BHK Apartment ","","","3","Wadgaon Sheri","Resale","","","Freehold","","7200000","₹ 6,000/ sq ft ","KUL Sophronia","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","950 sq ft","","2","2 BHK Apartment ","","","1","Kharadi","Resale","","","Freehold","","4200000","₹ 4,421/ sq ft ","Goel Ganga Constella","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,100 sq ft","","2","2 BHK Apartment ","","","4","Wadgaon Sheri","Resale","","","Freehold","","7000000","₹ 6,364/ sq ft ","BramhaCorp Suncity","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens","1,070 sq ft","","2","2 BHK Apartment ","","","6","Kharadi","Resale","","","Freehold","","4900000","₹ 4,579/ sq ft ","Gulmohar City","","Furnished",""
"dict","","","Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","900 sq ft","","2","2 BHK Apartment ","","","4","Kharadi","Resale","","","Freehold","","4200000","₹ 4,667/ sq ft ","","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Swimming Pool,Sports Facility","1,400 sq ft","","3","3 BHK Apartment ","","","4","Kharadi","Resale","","","Freehold","","7700000","₹ 5,500/ sq ft ","Navalakha Tanishq","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Swimming Pool,Sports Facility","1,500 sq ft","","3","3 BHK Apartment ","","","3","Kharadi","Resale","","","Freehold","","6500000","₹ 4,333/ sq ft ","Gulmohar Orchids","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Club House,Swimming Pool,Sports Facility","1,400 sq ft","","3","3 BHK Apartment ","","","5","Viman Nagar","Resale","","","Freehold","","7500000","₹ 5,357/ sq ft ","Pride Regency","","Unfurnished",""
"dict","","","Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,400 sq ft","","2","2 BHK Apartment ","","","2","Koregaon Park","Resale","","","Freehold","","9000000","₹ 6,429/ sq ft ","","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens","1,000 sq ft","","2","2 BHK Apartment ","","","3","Kharadi","Resale","","","Freehold","","4700000","₹ 4,700/ sq ft ","Gulmohar City","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,086 sq ft","","2","2 BHK Apartment ","","","5","Koregaon Park","Resale","","","Freehold","","6700000","₹ 6,169/ sq ft ","Goel Ganga Orchard","","Semi-Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens","605 sq ft","","1","1 BHK Apartment ","","","5","Viman Nagar","Resale","","","Freehold","","3700000","₹ 6,116/ sq ft ","Builder Hermes Heritage","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility","1,100 sq ft","","2","2 BHK Apartment ","","","2","Viman Nagar","Resale","","","Freehold","","8300000","₹ 7,545/ sq ft ","Lunkad Amazon","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,370 sq ft","","3","3 BHK Apartment ","","","8","Kalyani Nagar","Resale","","","Freehold","","10000000","₹ 7,299/ sq ft ","Raviraj Fortaleza","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,300 sq ft","","2","2 BHK Villa ","","","Gr","Viman Nagar","Resale","","","Freehold","","10000000","₹ 7,692/ sq ft ","Karia Konark Campus","","Furnished",""
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Jogging Track,Landscaped Gardens,Gas connection","Club House,Gymnasium,Swimming Pool,Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,179 sq ft","","2","2 BHK Apartment ","","East","2, ","Bavdhan","Resale","","Road View, Corner","Freehold","","8900000","₹ 7,548/ sq ft ","BramhaCorp Vantage B","","Ready to move,Unfurnished","4"
"dict","","","Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Rain Water Harvesting,Shopping Mall,School,Hospital,ATM","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,000 sq ft","",""," Residential Plot ","","West","","Bakori Road","New","2","","","","925000","₹ 925/ sq ft ","Builder OCEAN GANRAJ PARK","20 feet","",""
"dict","1 rooms( servant room )","10 - 11 years","Lift Available,Car Parking,24 X 7 Security","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","5,000 sq ft","3","3","4 BHK Villa ","","East","1, ","Boat Club Road","Resale","","","Freehold","","65000000","₹ 13,000/ sq ft ","","","Ready to move,Unfurnished","3"
"dict","","15 - 16 years","Lift Available,Car Parking,24 X 7 Security","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","2,630 sq ft","2","4","4 BHK Apartment ","","East","1, ","Boat Club Road","Resale","","Garden View","Freehold","","31500000","₹ 11,977/ sq ft ","","","Ready to move,Unfurnished","5"
"dict","","12 - 13 years","Lift Available,Car Parking,24 X 7 Security","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","2,500 sq ft","1","3","3 BHK Apartment ","","East","8, ","Boat Club Road","Resale","","","Freehold","","34000000","₹ 13,600/ sq ft ","","","Ready to move,Unfurnished","8"
"dict","","15 - 16 years","Lift Available,Car Parking,24 X 7 Security","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,950 sq ft","1","3","3 BHK Apartment ","","East","5, ","Boat Club Road","Resale","","Garden View","Freehold","","30000000","₹ 15,384/ sq ft ","","","Ready to move,Unfurnished","12"
"dict","","10 - 11 years","Lift Available,Car Parking,24 X 7 Security,Sofa,Washing Machine,Gas connection","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Wifi,Dining Table,BED","900 sq ft","1","2","2 BHK Apartment ","","East","3, ","Kalyani Nagar","Resale","","Garden View, Pool View, Road View","Freehold","","8000000","₹ 8,888/ sq ft ","","","Ready to move,Semi-Furnished","5"
"dict","","10 - 11 years","Lift Available,Car Parking,24 X 7 Security,Sofa,Washing Machine,Gas connection","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Wifi,Dining Table,BED","1,050 sq ft","2","2","2 BHK Apartment ","","East","7, ","Kalyani Nagar","Resale","","Pool View, Garden View","Freehold","","8200000","₹ 7,809/ sq ft ","","","Ready to move,Semi-Furnished","10"
"dict","2 rooms( study room, pooja room )","12 - 13 years","AC","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,500 sq ft","5","3","3 BHK Villa ","1380 sq ft","East","2, ","Kalyani Nagar","Resale","2","Corner, Garden View, Pool View, Road View","Co-Operative Society","","17000000","₹ 11,333/ sq ft ","Builder KumarCity kalyani Nagar","40 feet","Ready to move,Unfurnished","2"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,ATM,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","913 sq ft","2","2","2 BHK Apartment ","703 sq ft","East","7, ","Kharadi","New","2","Corner, Garden View, Pool View, Road View","Freehold","Dec 2018","6500000","₹ 7,119/ sq ft ","Gaurdian Eastern Meadows","60 feet","Under Construction","12"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,ATM,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","913 sq ft","2","2","2 BHK Apartment ","703 sq ft","East","6, ","Kharadi","New","2","Corner, Garden View, Pool View, Road View","Freehold","Dec 2018","6500000","₹ 7,119/ sq ft ","Gaurdian Eastern Meadows","60 feet","Under Construction","12"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Landscaped Gardens","Sports Facility","948 sq ft","1","2","2 BHK Apartment ","703 sq ft","","","Wagholi","New","","","","Dec 2020","3500000","₹ 3,691/ sq ft ","VTP Purvanchal","","Under Construction",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","2,400 sq ft","","4","4 BHK Apartment ","","","6","Kalyani Nagar","Resale","","","Freehold","","25000000","₹ 10,417/ sq ft ","Atul Leela Garden","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,750 sq ft","","3","3 BHK Apartment ","","","4","Kalyani Nagar","Resale","","","Freehold","","14500000","₹ 8,286/ sq ft ","Raviraj Fortaleza","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","Children's play area","1,580 sq ft","","3","3 BHK Apartment ","","","4","Mundhwa","Resale","","","Freehold","","15500000","₹ 9,810/ sq ft ","Panchshil Satellite Towers","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,100 sq ft","","2","2 BHK Apartment ","","","3","Kharadi","Resale","","","Freehold","","4700000","₹ 4,273/ sq ft ","Goel Ganga Constella","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,050 sq ft","","2","2 BHK Apartment ","","","3","Kharadi","Resale","","","Freehold","","5000000","₹ 4,762/ sq ft ","Gulmohar Symphony","","Unfurnished",""
